Date,Apple,Boeing,Nvdia,Palantir,Pfizer,Tesla,Netflix,Meta,Intel,LMT,Rivian
2/18/2022,$167.30 ,$209.03 ,$23.64 ,$11.02 ,$48.53 ,$285.66 ,$391.29 ,$206.16 ,$45.04 ,$386.46 ,$66.37
2/11/2022,$168.64 ,$212.30 ,$23.95 ,$13.13 ,$50.78 ,$286.67 ,$391.31 ,$219.55 ,$47.63 ,$396.19 ,$58.85
2/4/2022,$172.39 ,$206.45 ,$24.32 ,$12.94 ,$53.00 ,$307.77 ,$410.17 ,$237.09 ,$48.01 ,$389.33 ,$60.87
1/28/2022,$170.33 ,$190.57 ,$22.84 ,$12.71 ,$54.33 ,$282.12 ,$384.36 ,$301.71 ,$47.73 ,$393.15 ,$57.12
1/21/2022,$162.41 ,$205.44 ,$23.37 ,$13.53 ,$52.79 ,$314.63 ,$397.50 ,$303.17 ,$52.04 ,$371.20 ,$64.51
1/14/2022,$173.07 ,$225.96 ,$26.94 ,$16.01 ,$54.95 ,$349.87 ,$525.69 ,$331.90 ,$55.70 ,$372.62 ,$79.95
1/7/2022,$172.17 ,$215.50 ,$27.25 ,$16.56 ,$55.72 ,$342.32 ,$541.06 ,$331.79 ,$53.44 ,$360.14 ,$86.28
12/31/2021,$177.57 ,$201.32 ,$29.41 ,$18.21 ,$59.05 ,$352.26 ,$602.44 ,$336.35 ,$51.50 ,$355.41 ,$103.69
12/17/2021,$171.14 ,$192.63 ,$27.80 ,$19.06 ,$59.48 ,$310.86 ,$586.73 ,$333.79 ,$50.62 ,$344.14 ,$97.70
12/10/2021,$179.45 ,$205.06 ,$30.20 ,$18.94 ,$52.78 ,$339.01 ,$611.66 ,$329.75 ,$50.59 ,$344.88 ,$114.66
12/3/2021,$161.84 ,$198.49 ,$30.69 ,$18.98 ,$54.27 ,$338.32 ,$602.13 ,$306.84 ,$49.25 ,$333.81 ,$104.67
11/26/2021,$156.81 ,$199.21 ,$31.50 ,$21.03 ,$54.00 ,$360.64 ,$665.64 ,$333.12 ,$48.78 ,$342.72 ,$112.13
11/19/2021,$160.55 ,$214.13 ,$32.99 ,$21.41 ,$50.80 ,$379.02 ,$678.80 ,$345.30 ,$49.52 ,$341.44 ,$128.60
11/12/2021,$149.99 ,$220.96 ,$30.39 ,$22.83 ,$49.73 ,$344.47 ,$682.61 ,$340.89 ,$50.31 ,$339.06 ,$129.95
11/5/2021,$151.28 ,$224.46 ,$29.75 ,$26.00 ,$48.61 ,$407.36 ,$645.72 ,$341.13 ,$50.92 ,$339.89 ,
10/29/2021,$149.80 ,$207.03 ,$25.57 ,$25.88 ,$43.74 ,$371.33 ,$690.31 ,$323.57 ,$49.00 ,$332.32 ,
10/22/2021,$148.69 ,$212.97 ,$22.73 ,$24.43 ,$43.16 ,$303.23 ,$664.78 ,$324.61 ,$49.46 ,$374.60 ,
10/15/2021,$144.84 ,$217.04 ,$21.86 ,$24.00 ,$41.49 ,$281.01 ,$628.29 ,$324.76 ,$54.46 ,$365.62 ,
10/8/2021,$142.90 ,$226.39 ,$20.83 ,$23.50 ,$42.45 ,$261.83 ,$632.66 ,$330.05 ,$53.81 ,$353.75 ,
10/1/2021,$142.65 ,$226.00 ,$20.74 ,$24.33 ,$42.93 ,$258.41 ,$613.15 ,$343.01 ,$53.86 ,$347.80 ,
9/24/2021,$146.92 ,$221.39 ,$22.08 ,$28.56 ,$43.94 ,$258.13 ,$592.39 ,$352.96 ,$54.22 ,$349.52 ,
9/17/2021,$146.06 ,$213.36 ,$21.90 ,$28.71 ,$43.89 ,$253.16 ,$589.35 ,$364.72 ,$54.26 ,$340.98 ,
9/10/2021,$148.97 ,$210.30 ,$22.48 ,$26.28 ,$45.59 ,$245.42 ,$598.72 ,$378.69 ,$53.84 ,$345.88 ,
9/3/2021,$154.30 ,$218.17 ,$22.84 ,$26.64 ,$46.84 ,$244.52 ,$590.53 ,$376.26 ,$53.51 ,$356.00 ,
8/27/2021,$148.60 ,$221.75 ,$22.64 ,$25.71 ,$46.60 ,$237.31 ,$558.92 ,$372.63 ,$53.89 ,$361.99 ,
8/20/2021,$148.19 ,$212.67 ,$20.82 ,$24.01 ,$48.72 ,$226.75 ,$546.88 ,$359.37 ,$52.01 ,$357.17 ,
8/13/2021,$149.10 ,$234.46 ,$20.19 ,$24.90 ,$48.48 ,$239.06 ,$515.92 ,$363.18 ,$53.49 ,$357.98 ,
8/6/2021,$146.14 ,$231.33 ,$20.37 ,$21.82 ,$45.07 ,$233.03 ,$520.55 ,$363.51 ,$53.92 ,$362.05 ,
7/30/2021,$145.86 ,$226.48 ,$19.50 ,$21.71 ,$42.81 ,$229.07 ,$517.57 ,$356.30 ,$53.72 ,$371.67 ,
7/23/2021,$148.56 ,$221.52 ,$19.56 ,$21.81 ,$41.68 ,$214.46 ,$515.41 ,$369.79 ,$53.00 ,$380.77 ,
7/16/2021,$146.39 ,$217.74 ,$18.16 ,$21.37 ,$40.35 ,$214.74 ,$530.31 ,$341.16 ,$54.97 ,$377.14 ,
7/9/2021,$145.11 ,$239.59 ,$20.05 ,$23.29 ,$39.61 ,$218.98 ,$535.98 ,$350.42 ,$55.99 ,$383.11 ,
7/2/2021,$139.96 ,$236.68 ,$20.49 ,$24.44 ,$39.73 ,$226.30 ,$533.98 ,$354.70 ,$56.76 ,$381.49 ,
6/25/2021,$133.11 ,$248.38 ,$19.03 ,$26.78 ,$38.98 ,$223.96 ,$527.07 ,$341.37 ,$55.91 ,$382.01 ,
6/18/2021,$130.46 ,$237.35 ,$18.64 ,$25.37 ,$38.81 ,$207.77 ,$500.77 ,$329.66 ,$55.67 ,$379.19 ,
6/11/2021,$127.35 ,$247.28 ,$17.83 ,$24.67 ,$40.15 ,$203.30 ,$488.77 ,$331.26 ,$57.85 ,$387.72 ,
6/4/2021,$125.89 ,$249.92 ,$17.58 ,$24.03 ,$39.15 ,$199.68 ,$494.74 ,$330.35 ,$57.37 ,$394.10 ,
5/28/2021,$124.61 ,$247.02 ,$16.24 ,$22.95 ,$38.73 ,$208.41 ,$502.81 ,$328.73 ,$57.12 ,$382.20 ,
5/21/2021,$125.43 ,$234.82 ,$14.99 ,$20.75 ,$39.95 ,$193.63 ,$497.89 ,$316.23 ,$56.08 ,$387.22 ,
5/14/2021,$127.45 ,$228.47 ,$14.24 ,$20.08 ,$40.02 ,$196.58 ,$493.37 ,$315.94 ,$55.35 ,$390.78 ,
5/7/2021,$130.21 ,$235.47 ,$14.81 ,$19.75 ,$39.58 ,$224.12 ,$503.84 ,$319.08 ,$57.67 ,$390.34 ,
4/30/2021,$131.46 ,$234.31 ,$15.01 ,$23.04 ,$38.65 ,$236.48 ,$513.47 ,$325.08 ,$57.53 ,$380.56 ,
4/23/2021,$134.32 ,$238.38 ,$15.27 ,$23.41 ,$38.66 ,$243.13 ,$505.55 ,$301.13 ,$59.24 ,$377.29 ,
4/16/2021,$134.16 ,$248.18 ,$15.91 ,$22.47 ,$38.57 ,$246.59 ,$546.54 ,$306.18 ,$64.75 ,$391.81 ,
4/9/2021,$133.00 ,$252.36 ,$14.40 ,$24.04 ,$36.60 ,$225.67 ,$555.31 ,$312.46 ,$68.26 ,$386.23 ,
3/26/2021,$121.21 ,$244.87 ,$12.84 ,$22.58 ,$36.25 ,$206.24 ,$508.05 ,$283.02 ,$64.87 ,$364.71 ,
3/19/2021,$119.99 ,$255.82 ,$12.85 ,$24.32 ,$35.53 ,$218.29 ,$512.18 ,$290.11 ,$63.76 ,$355.07 ,
3/12/2021,$121.03 ,$269.19 ,$12.86 ,$26.92 ,$34.94 ,$231.24 ,$518.02 ,$268.40 ,$62.90 ,$340.19 ,
3/5/2021,$121.42 ,$223.22 ,$12.46 ,$23.95 ,$34.39 ,$199.32 ,$516.39 ,$264.28 ,$60.74 ,$340.43 ,
2/26/2021,$121.26 ,$212.01 ,$13.71 ,$23.90 ,$33.49 ,$225.17 ,$538.85 ,$257.62 ,$60.78 ,$330.25 ,
2/19/2021,$129.87 ,$217.47 ,$14.93 ,$29.00 ,$34.44 ,$260.43 ,$540.22 ,$261.56 ,$63.01 ,$335.42 ,
2/12/2021,$135.37 ,$210.98 ,$14.96 ,$31.91 ,$34.72 ,$272.04 ,$556.52 ,$270.50 ,$61.81 ,$337.73 ,
2/5/2021,$136.76 ,$207.93 ,$13.59 ,$34.05 ,$34.92 ,$284.08 ,$550.79 ,$268.10 ,$58.18 ,$337.04 ,
1/29/2021,$131.96 ,$194.19 ,$12.99 ,$35.18 ,$35.90 ,$264.51 ,$532.39 ,$258.33 ,$55.51 ,$321.82 ,
1/22/2021,$139.07 ,$205.84 ,$13.71 ,$32.58 ,$36.55 ,$282.21 ,$565.17 ,$274.50 ,$56.66 ,$339.88 ,
1/15/2021,$127.14 ,$204.32 ,$12.86 ,$25.64 ,$36.70 ,$275.39 ,$497.98 ,$251.36 ,$57.58 ,$347.27 ,
1/8/2021,$132.05 ,$209.90 ,$13.28 ,$25.20 ,$37.13 ,$293.34 ,$510.40 ,$267.57 ,$51.65 ,$336.10 ,
12/18/2020,$126.66 ,$219.75 ,$13.27 ,$25.97 ,$37.68 ,$231.67 ,$534.45 ,$276.40 ,$47.46 ,$356.03 ,
12/11/2020,$122.41 ,$230.33 ,$13.01 ,$27.20 ,$41.12 ,$203.33 ,$503.22 ,$273.55 ,$49.73 ,$361.71 ,
12/4/2020,$122.25 ,$232.71 ,$13.56 ,$23.85 ,$40.34 ,$199.68 ,$498.31 ,$279.70 ,$51.99 ,$366.61 ,
11/27/2020,$116.59 ,$216.50 ,$13.26 ,$27.66 ,$37.23 ,$195.25 ,$491.36 ,$277.81 ,$47.45 ,$374.34 ,
11/20/2020,$117.34 ,$199.62 ,$13.09 ,$18.15 ,$36.70 ,$163.20 ,$488.24 ,$269.70 ,$45.39 ,$368.02 ,
11/13/2020,$119.26 ,$187.11 ,$13.30 ,$15.80 ,$37.75 ,$136.17 ,$482.84 ,$276.95 ,$45.46 ,$375.14 ,
11/6/2020,$118.69 ,$157.74 ,$14.56 ,$13.83 ,$35.58 ,$143.32 ,$514.73 ,$293.41 ,$45.39 ,$361.27 ,
10/30/2020,$108.86 ,$144.39 ,$12.53 ,$10.13 ,$34.68 ,$129.35 ,$475.74 ,$263.11 ,$44.28 ,$350.13 ,
10/23/2020,$115.04 ,$167.36 ,$13.59 ,$9.49 ,$37.32 ,$140.21 ,$488.28 ,$284.79 ,$48.20 ,$374.33 ,
10/16/2020,$119.02 ,$167.35 ,$13.81 ,$9.71 ,$37.10 ,$146.56 ,$530.79 ,$265.93 ,$54.16 ,$386.50 ,
10/9/2020,$116.97 ,$167.33 ,$13.76 ,$9.95 ,$35.96 ,$144.67 ,$539.44 ,$264.45 ,$52.82 ,$385.93 ,
10/2/2020,$113.02 ,$168.08 ,$13.06 ,$9.20 ,$35.56 ,$138.36 ,$503.06 ,$259.94 ,$51.01 ,$380.58 ,
9/25/2020,$112.28 ,$156.03 ,$12.87 ,,$35.24 ,$135.78 ,$482.88 ,$254.82 ,$49.94 ,$386.70 ,
9/18/2020,$106.84 ,$161.14 ,$12.19 ,,$35.80 ,$147.38 ,$469.96 ,$252.53 ,$49.89 ,$395.14 ,
9/11/2020,$112.00 ,$160.23 ,$12.16 ,,$35.26 ,$124.24 ,$482.03 ,$266.61 ,$49.28 ,$389.45 ,
9/4/2020,$120.96 ,$171.05 ,$12.62 ,,$35.54 ,$139.44 ,$516.05 ,$282.73 ,$50.08 ,$385.02 ,
8/28/2020,$124.81 ,$175.80 ,$13.15 ,,$37.06 ,$147.56 ,$523.89 ,$293.66 ,$50.43 ,$395.59 ,
8/21/2020,$124.37 ,$167.50 ,$12.68 ,,$38.00 ,$136.67 ,$492.31 ,$267.01 ,$49.28 ,$389.57 ,
8/14/2020,$114.91 ,$178.08 ,$11.56 ,,$37.20 ,$110.05 ,$482.68 ,$261.24 ,$48.89 ,$391.42 ,
8/7/2020,$111.11 ,$170.02 ,$11.20 ,,$37.58 ,$96.85 ,$494.73 ,$268.44 ,$48.03 ,$385.62 ,
7/31/2020,$106.26 ,$158.00 ,$10.61 ,,$37.61 ,$95.38 ,$488.88 ,$253.67 ,$47.73 ,$378.97 ,
7/24/2020,$92.62 ,$173.76 ,$10.19 ,,$36.81 ,$94.47 ,$480.45 ,$230.71 ,$50.59 ,$386.21 ,
7/17/2020,$96.33 ,$175.66 ,$10.20 ,,$35.43 ,$100.06 ,$492.99 ,$242.03 ,$60.00 ,$368.50 ,
7/10/2020,$95.92 ,$178.44 ,$10.48 ,,$33.07 ,$102.98 ,$548.73 ,$245.07 ,$59.53 ,$349.25 ,
6/26/2020,$88.41 ,$170.01 ,$9.16 ,,$31.32 ,$63.98 ,$443.40 ,$216.08 ,$57.50 ,$356.76 ,
6/19/2020,$87.43 ,$187.02 ,$9.26 ,,$32.67 ,$66.73 ,$453.72 ,$238.79 ,$59.62 ,$372.20 ,
6/12/2020,$84.70 ,$189.51 ,$8.93 ,,$32.99 ,$62.35 ,$418.07 ,$228.58 ,$59.33 ,$381.87 ,
6/5/2020,$82.88 ,$205.43 ,$8.92 ,,$35.18 ,$59.04 ,$419.60 ,$230.77 ,$64.34 ,$410.75 ,
5/29/2020,$79.49 ,$145.85 ,$8.88 ,,$37.33 ,$55.67 ,$419.73 ,$225.09 ,$62.93 ,$388.44 ,
5/22/2020,$79.72 ,$137.53 ,$9.03 ,,$36.66 ,$54.46 ,$429.32 ,$234.91 ,$62.26 ,$369.00 ,
5/15/2020,$76.93 ,$120.00 ,$8.49 ,,$36.91 ,$53.28 ,$454.19 ,$210.88 ,$58.28 ,$360.40 ,
5/8/2020,$77.53 ,$133.44 ,$7.81 ,,$36.38 ,$54.63 ,$435.55 ,$212.35 ,$59.67 ,$378.40 ,
5/1/2020,$72.27 ,$133.37 ,$7.07 ,,$36.79 ,$46.75 ,$415.27 ,$202.27 ,$57.47 ,$383.47 ,
4/24/2020,$70.74 ,$128.98 ,$7.24 ,,$36.54 ,$48.34 ,$424.99 ,$190.07 ,$59.26 ,$381.77 ,
4/17/2020,$70.70 ,$154.00 ,$7.31 ,,$36.08 ,$50.26 ,$422.96 ,$179.24 ,$60.36 ,$401.51 ,
4/3/2020,$60.35 ,$124.52 ,$6.10 ,,$32.88 ,$32.00 ,$361.76 ,$154.18 ,$54.13 ,$350.50 ,
3/27/2020,$61.94 ,$162.00 ,$6.32 ,,$30.20 ,$34.29 ,$357.12 ,$156.79 ,$52.37 ,$348.38 ,
