Date,Apple,Boeing,Nvdia,Palantir,Pfizer,Tesla,Netflix,Meta,Intel,LMT,Rivian
4/20/2022,$167.23 ,$183.55 ,$21.48 ,$12.79 ,$49.75 ,$325.73 ,$226.19 ,$200.42 ,$48.11 ,$453.87 ,$36.23
4/19/2022,$167.40 ,$185.98 ,$22.20 ,$12.91 ,$50.18 ,$342.72 ,$348.61 ,$217.31 ,$47.93 ,$459.90 ,$39.15
4/18/2022,$165.07 ,$179.85 ,$21.78 ,$12.15 ,$51.84 ,$334.76 ,$337.86 ,$210.77 ,$46.64 ,$467.44 ,$38.23
4/14/2022,$165.29 ,$181.94 ,$21.26 ,$12.42 ,$53.12 ,$328.33 ,$341.13 ,$210.18 ,$45.67 ,$467.66 ,$40.59
4/13/2022,$170.40 ,$182.87 ,$22.20 ,$12.90 ,$53.10 ,$340.79 ,$350.43 ,$214.99 ,$47.01 ,$469.19 ,$41.15
4/12/2022,$167.66 ,$176.28 ,$21.50 ,$12.46 ,$53.11 ,$328.98 ,$344.10 ,$214.14 ,$46.50 ,$467.55 ,$38.15
4/11/2022,$165.75 ,$175.03 ,$21.92 ,$12.66 ,$53.93 ,$325.31 ,$348.00 ,$216.46 ,$46.57 ,$464.25 ,$39.50
4/8/2022,$170.09 ,$175.20 ,$23.12 ,$12.70 ,$55.17 ,$341.83 ,$355.88 ,$222.33 ,$47.02 ,$461.52 ,$38.80
4/7/2022,$172.14 ,$177.97 ,$24.21 ,$12.84 ,$55.16 ,$352.42 ,$362.15 ,$222.95 ,$47.56 ,$465.51 ,$39.98
4/6/2022,$171.83 ,$178.72 ,$24.41 ,$13.00 ,$52.87 ,$348.59 ,$368.35 ,$223.30 ,$47.54 ,$454.58 ,$40.10
4/5/2022,$175.06 ,$182.65 ,$25.93 ,$13.89 ,$51.24 ,$363.75 ,$380.15 ,$231.84 ,$48.13 ,$447.24 ,$42.19
4/4/2022,$178.44 ,$191.18 ,$27.36 ,$14.63 ,$50.94 ,$381.82 ,$391.50 ,$233.89 ,$49.20 ,$444.01 ,$46.53
4/1/2022,$174.31 ,$190.76 ,$26.71 ,$13.83 ,$51.57 ,$361.53 ,$373.47 ,$224.85 ,$48.11 ,$445.98 ,$46.44
3/31/2022,$174.61 ,$191.50 ,$27.29 ,$13.73 ,$51.77 ,$359.20 ,$374.59 ,$222.36 ,$49.56 ,$441.40 ,$50.24
3/30/2022,$177.77 ,$194.91 ,$27.69 ,$13.88 ,$52.44 ,$364.66 ,$381.47 ,$227.85 ,$51.43 ,$445.95 ,$52.01
3/29/2022,$178.96 ,$193.80 ,$28.66 ,$14.20 ,$52.74 ,$366.52 ,$391.82 ,$229.86 ,$52.25 ,$437.15 ,$53.88
3/28/2022,$175.60 ,$188.16 ,$28.22 ,$13.42 ,$53.28 ,$363.95 ,$378.51 ,$223.59 ,$51.51 ,$444.98 ,$45.98
3/25/2022,$174.72 ,$188.95 ,$27.69 ,$12.97 ,$52.78 ,$336.88 ,$373.85 ,$221.82 ,$51.83 ,$453.66 ,$46.16
3/24/2022,$174.07 ,$189.05 ,$28.15 ,$13.39 ,$52.59 ,$337.97 ,$375.71 ,$219.57 ,$51.62 ,$449.73 ,$48.66
3/23/2022,$170.21 ,$186.04 ,$25.63 ,$13.18 ,$52.19 ,$333.04 ,$374.49 ,$213.46 ,$48.27 ,$445.25 ,$45.87
3/22/2022,$168.82 ,$191.04 ,$26.52 ,$13.27 ,$53.04 ,$331.33 ,$382.92 ,$216.65 ,$48.39 ,$440.59 ,$46.93
3/21/2022,$165.38 ,$185.90 ,$26.73 ,$12.59 ,$54.19 ,$307.05 ,$374.59 ,$211.49 ,$47.39 ,$440.00 ,$43.56
3/18/2022,$163.98 ,$192.83 ,$26.45 ,$12.82 ,$54.51 ,$301.80 ,$380.60 ,$216.49 ,$47.45 ,$426.18 ,$45.60
3/17/2022,$160.62 ,$190.19 ,$24.77 ,$12.32 ,$54.24 ,$290.53 ,$371.40 ,$207.84 ,$47.14 ,$428.59 ,$42.13
3/16/2022,$159.59 ,$188.99 ,$24.50 ,$11.79 ,$52.92 ,$280.08 ,$357.53 ,$203.63 ,$46.63 ,$421.34 ,$41.58
3/15/2022,$155.09 ,$179.89 ,$22.97 ,$10.77 ,$52.21 ,$267.30 ,$343.75 ,$192.03 ,$44.81 ,$448.67 ,$37.00
3/14/2022,$150.62 ,$175.52 ,$21.33 ,$10.50 ,$52.25 ,$255.46 ,$331.01 ,$186.63 ,$44.40 ,$444.45 ,$35.83
3/11/2022,$154.73 ,$176.23 ,$22.10 ,$11.39 ,$50.27 ,$265.12 ,$340.32 ,$187.61 ,$45.83 ,$439.04 ,$38.05
3/10/2022,$158.52 ,$178.39 ,$22.66 ,$11.87 ,$49.20 ,$279.43 ,$356.77 ,$195.21 ,$46.66 ,$444.36 ,$41.16
3/9/2022,$162.95 ,$178.56 ,$23.01 ,$11.65 ,$48.75 ,$286.32 ,$358.79 ,$198.50 ,$47.63 ,$448.72 ,$43.95
3/8/2022,$157.44 ,$173.80 ,$21.51 ,$11.04 ,$47.44 ,$274.80 ,$341.76 ,$190.29 ,$47.50 ,$448.99 ,$42.21
3/7/2022,$159.30 ,$169.17 ,$21.35 ,$11.11 ,$47.98 ,$268.19 ,$350.26 ,$187.47 ,$47.68 ,$466.15 ,$42.43
3/4/2022,$163.17 ,$180.84 ,$22.94 ,$10.96 ,$48.65 ,$279.43 ,$361.73 ,$200.06 ,$48.07 ,$458.15 ,$47.39
3/3/2022,$166.23 ,$188.85 ,$23.71 ,$11.34 ,$47.83 ,$279.76 ,$368.07 ,$202.97 ,$47.93 ,$447.82 ,$50.91
3/2/2022,$166.56 ,$197.81 ,$24.22 ,$12.06 ,$47.70 ,$293.30 ,$380.03 ,$208.11 ,$48.87 ,$450.00 ,$53.56
3/1/2022,$163.20 ,$194.91 ,$23.48 ,$12.18 ,$45.75 ,$288.12 ,$386.24 ,$203.49 ,$46.82 ,$456.61 ,$61.91
2/28/2022,$165.12 ,$205.34 ,$24.39 ,$11.85 ,$46.94 ,$290.14 ,$394.52 ,$211.03 ,$47.70 ,$433.80 ,$67.56
2/25/2022,$164.85 ,$201.48 ,$24.16 ,$11.47 ,$47.72 ,$269.96 ,$390.80 ,$210.48 ,$47.71 ,$409.49 ,$63.43
2/24/2022,$162.74 ,$198.43 ,$23.75 ,$11.83 ,$45.96 ,$266.92 ,$390.03 ,$207.60 ,$46.72 ,$395.71 ,$63.71
2/23/2022,$160.07 ,$196.42 ,$22.39 ,$10.43 ,$46.87 ,$254.68 ,$367.46 ,$198.45 ,$44.65 ,$388.90 ,$57.53
2/22/2022,$164.32 ,$198.74 ,$23.39 ,$10.48 ,$47.53 ,$273.84 ,$377.38 ,$202.08 ,$44.69 ,$386.20 ,$62.39
2/18/2022,$167.30 ,$209.03 ,$23.64 ,$11.02 ,$48.53 ,$285.66 ,$391.29 ,$206.16 ,$45.04 ,$386.46 ,$66.37
2/17/2022,$168.88 ,$213.58 ,$24.51 ,$11.77 ,$48.90 ,$292.12 ,$386.67 ,$207.71 ,$47.57 ,$388.77 ,$64.74
2/16/2022,$172.55 ,$218.93 ,$26.51 ,$13.97 ,$49.68 ,$307.80 ,$398.08 ,$216.54 ,$48.23 ,$386.90 ,$66.25
2/15/2022,$172.79 ,$217.73 ,$26.50 ,$14.17 ,$49.79 ,$307.48 ,$407.46 ,$221.00 ,$48.44 ,$382.22 ,$66.29
2/14/2022,$168.88 ,$210.04 ,$24.27 ,$13.26 ,$49.80 ,$291.92 ,$396.57 ,$217.70 ,$47.58 ,$386.97 ,$62.65
2/11/2022,$168.64 ,$212.30 ,$23.95 ,$13.13 ,$50.78 ,$286.67 ,$391.31 ,$219.55 ,$47.63 ,$396.19 ,$58.85
2/10/2022,$172.12 ,$218.75 ,$25.82 ,$13.56 ,$50.60 ,$301.52 ,$406.27 ,$228.07 ,$48.86 ,$385.43 ,$64.72
2/9/2022,$176.28 ,$215.86 ,$26.71 ,$13.87 ,$51.47 ,$310.67 ,$412.89 ,$232.00 ,$49.91 ,$394.54 ,$64.53
2/8/2022,$174.83 ,$213.27 ,$25.11 ,$13.15 ,$51.70 ,$307.33 ,$403.53 ,$220.18 ,$48.81 ,$396.04 ,$60.95
2/7/2022,$171.66 ,$211.92 ,$24.73 ,$12.98 ,$53.21 ,$302.45 ,$402.10 ,$224.91 ,$48.18 ,$392.34 ,$58.36
2/4/2022,$172.39 ,$206.45 ,$24.32 ,$12.94 ,$53.00 ,$307.77 ,$410.17 ,$237.09 ,$48.01 ,$389.33 ,$60.87
2/3/2022,$172.90 ,$206.39 ,$23.95 ,$12.45 ,$53.38 ,$297.05 ,$405.60 ,$237.76 ,$48.28 ,$389.70 ,$60.36
2/2/2022,$175.84 ,$207.52 ,$25.24 ,$13.32 ,$53.86 ,$301.89 ,$429.48 ,$323.00 ,$49.51 ,$387.34 ,$64.32
2/1/2022,$174.61 ,$208.34 ,$24.64 ,$14.20 ,$53.07 ,$310.42 ,$457.13 ,$319.00 ,$48.95 ,$387.01 ,$69.62
1/31/2022,$174.78 ,$200.24 ,$24.49 ,$13.71 ,$52.69 ,$312.24 ,$427.14 ,$313.26 ,$48.82 ,$389.13 ,$65.74
1/28/2022,$170.33 ,$190.57 ,$22.84 ,$12.71 ,$54.33 ,$282.12 ,$384.36 ,$301.71 ,$47.73 ,$393.15 ,$57.12
1/27/2022,$159.22 ,$189.75 ,$21.94 ,$12.28 ,$53.37 ,$276.37 ,$386.70 ,$294.64 ,$48.05 ,$389.08 ,$53.94
1/26/2022,$159.69 ,$194.27 ,$22.77 ,$12.75 ,$53.01 ,$312.47 ,$359.70 ,$294.63 ,$51.69 ,$391.24 ,$60.27
1/25/2022,$159.78 ,$204.10 ,$22.32 ,$13.06 ,$52.54 ,$306.13 ,$366.42 ,$300.15 ,$51.00 ,$387.17 ,$59.61
1/24/2022,$161.62 ,$204.20 ,$23.37 ,$13.40 ,$51.54 ,$310.00 ,$387.15 ,$308.71 ,$51.94 ,$373.33 ,$63.90
1/21/2022,$162.41 ,$205.44 ,$23.37 ,$13.53 ,$52.79 ,$314.63 ,$397.50 ,$303.17 ,$52.04 ,$371.20 ,$64.51
1/20/2022,$164.51 ,$214.19 ,$24.15 ,$14.62 ,$54.05 ,$332.09 ,$508.25 ,$316.56 ,$52.04 ,$375.13 ,$65.02
1/19/2022,$166.23 ,$217.08 ,$25.07 ,$14.56 ,$53.54 ,$331.88 ,$515.86 ,$319.59 ,$53.62 ,$377.33 ,$69.40
1/18/2022,$169.80 ,$225.01 ,$25.90 ,$14.97 ,$54.11 ,$343.50 ,$510.80 ,$318.15 ,$54.76 ,$376.54 ,$73.16
1/14/2022,$173.07 ,$225.96 ,$26.94 ,$16.01 ,$54.95 ,$349.87 ,$525.69 ,$331.90 ,$55.70 ,$372.62 ,$79.95
1/13/2022,$172.19 ,$223.90 ,$26.58 ,$16.01 ,$55.54 ,$343.85 ,$519.20 ,$326.48 ,$54.94 ,$365.18 ,$80.31
1/12/2022,$175.53 ,$217.45 ,$28.00 ,$16.72 ,$56.65 ,$368.74 ,$537.22 ,$333.26 ,$55.74 ,$361.30 ,$86.48
1/11/2022,$175.08 ,$216.02 ,$27.82 ,$16.89 ,$56.69 ,$354.80 ,$540.84 ,$334.37 ,$55.91 ,$364.14 ,$83.55
1/10/2022,$172.19 ,$209.31 ,$27.40 ,$16.50 ,$56.24 ,$352.71 ,$539.85 ,$328.07 ,$55.21 ,$363.25 ,$81.44
1/7/2022,$172.17 ,$215.50 ,$27.25 ,$16.56 ,$55.72 ,$342.32 ,$541.06 ,$331.79 ,$53.44 ,$360.14 ,$86.28
1/6/2022,$172.00 ,$211.34 ,$28.18 ,$16.74 ,$54.84 ,$354.90 ,$553.29 ,$332.46 ,$54.01 ,$358.00 ,$87.33
1/5/2022,$174.92 ,$213.07 ,$27.60 ,$16.96 ,$55.63 ,$362.71 ,$567.52 ,$324.17 ,$53.87 ,$358.14 ,$90.01
1/4/2022,$179.70 ,$213.63 ,$29.29 ,$18.17 ,$54.53 ,$383.20 ,$591.15 ,$336.53 ,$53.14 ,$361.99 ,$101.39
1/3/2022,$182.01 ,$207.86 ,$30.12 ,$18.53 ,$56.65 ,$399.93 ,$597.37 ,$338.54 ,$53.21 ,$354.36 ,$102.72
12/31/2021,$177.57 ,$201.32 ,$29.41 ,$18.21 ,$59.05 ,$352.26 ,$602.44 ,$336.35 ,$51.50 ,$355.41 ,$103.69
12/30/2021,$178.20 ,$202.71 ,$29.59 ,$18.69 ,$58.40 ,$356.78 ,$612.09 ,$344.36 ,$51.74 ,$353.58 ,$103.42
12/29/2021,$179.38 ,$203.66 ,$30.00 ,$18.17 ,$57.58 ,$362.06 ,$610.54 ,$342.94 ,$51.83 ,$354.27 ,$99.34
12/28/2021,$179.29 ,$206.13 ,$30.32 ,$18.57 ,$58.01 ,$362.82 ,$610.71 ,$346.22 ,$51.76 ,$353.75 ,$102.87
12/27/2021,$180.33 ,$203.17 ,$30.95 ,$18.94 ,$59.20 ,$364.65 ,$613.12 ,$346.18 ,$51.94 ,$350.28 ,$107.09
12/23/2021,$176.28 ,$204.22 ,$29.64 ,$18.93 ,$58.71 ,$355.67 ,$614.09 ,$335.24 ,$51.31 ,$347.02 ,$96.84
12/22/2021,$175.64 ,$201.69 ,$29.40 ,$18.88 ,$59.55 ,$336.29 ,$614.24 ,$330.45 ,$50.97 ,$343.14 ,$96.34
12/21/2021,$172.99 ,$199.52 ,$29.08 ,$18.90 ,$58.95 ,$312.84 ,$604.92 ,$334.20 ,$50.77 ,$340.77 ,$96.82
12/20/2021,$169.75 ,$188.48 ,$27.72 ,$17.96 ,$61.02 ,$299.98 ,$593.74 ,$325.45 ,$49.60 ,$337.42 ,$89.98
12/17/2021,$171.14 ,$192.63 ,$27.80 ,$19.06 ,$59.48 ,$310.86 ,$586.73 ,$333.79 ,$50.62 ,$344.14 ,$97.70
12/16/2021,$172.26 ,$190.79 ,$28.39 ,$18.34 ,$61.25 ,$308.97 ,$591.06 ,$334.90 ,$50.83 ,$344.84 ,$108.87
12/15/2021,$179.30 ,$195.43 ,$30.46 ,$18.86 ,$58.80 ,$325.33 ,$605.04 ,$341.66 ,$50.67 ,$344.42 ,$115.00
12/14/2021,$174.33 ,$195.50 ,$28.34 ,$18.64 ,$55.54 ,$319.50 ,$597.99 ,$333.74 ,$49.70 ,$345.64 ,$117.14
12/13/2021,$175.74 ,$197.40 ,$28.16 ,$18.40 ,$55.20 ,$322.14 ,$604.56 ,$334.49 ,$50.00 ,$345.55 ,$118.90
12/10/2021,$179.45 ,$205.06 ,$30.20 ,$18.94 ,$52.78 ,$339.01 ,$611.66 ,$329.75 ,$50.59 ,$344.88 ,$114.66
12/9/2021,$174.56 ,$207.56 ,$30.49 ,$19.21 ,$52.08 ,$334.60 ,$611.00 ,$329.82 ,$50.48 ,$343.60 ,$115.40
12/8/2021,$175.08 ,$211.03 ,$31.83 ,$19.82 ,$51.40 ,$356.32 ,$628.08 ,$330.56 ,$51.75 ,$341.08 ,$122.12
12/7/2021,$171.18 ,$208.83 ,$32.43 ,$19.46 ,$51.72 ,$350.58 ,$625.58 ,$322.81 ,$52.57 ,$339.17 ,$116.18
12/6/2021,$165.32 ,$205.88 ,$30.04 ,$18.80 ,$51.48 ,$336.34 ,$612.69 ,$317.87 ,$50.99 ,$339.96 ,$116.78
12/3/2021,$161.84 ,$198.49 ,$30.69 ,$18.98 ,$54.27 ,$338.32 ,$602.13 ,$306.84 ,$49.25 ,$333.81 ,$104.67
12/2/2021,$163.76 ,$202.38 ,$32.13 ,$19.69 ,$53.04 ,$361.53 ,$616.47 ,$310.39 ,$49.50 ,$330.53 ,$110.77
12/1/2021,$164.77 ,$188.19 ,$31.44 ,$19.38 ,$54.68 ,$365.00 ,$617.77 ,$310.60 ,$48.60 ,$328.42 ,$115.69
11/30/2021,$165.30 ,$197.85 ,$32.68 ,$20.65 ,$53.73 ,$381.59 ,$641.90 ,$324.46 ,$49.20 ,$333.32 ,$119.76
11/29/2021,$160.24 ,$198.50 ,$33.38 ,$21.07 ,$52.40 ,$379.00 ,$663.84 ,$338.03 ,$50.00 ,$341.23 ,$119.77
11/26/2021,$156.81 ,$199.21 ,$31.50 ,$21.03 ,$54.00 ,$360.64 ,$665.64 ,$333.12 ,$48.78 ,$342.72 ,$112.13
11/24/2021,$161.94 ,$210.60 ,$32.67 ,$21.11 ,$50.89 ,$372.00 ,$658.29 ,$341.06 ,$49.76 ,$343.58 ,$114.85
11/23/2021,$161.41 ,$209.13 ,$31.75 ,$20.59 ,$51.08 ,$369.68 ,$654.06 ,$337.25 ,$49.10 ,$345.18 ,$119.85
11/22/2021,$161.02 ,$209.90 ,$31.96 ,$20.65 ,$51.20 ,$385.62 ,$659.20 ,$341.01 ,$49.83 ,$344.98 ,$118.11
11/19/2021,$160.55 ,$214.13 ,$32.99 ,$21.41 ,$50.80 ,$379.02 ,$678.80 ,$345.30 ,$49.52 ,$341.44 ,$128.60
11/18/2021,$157.87 ,$227.25 ,$31.68 ,$21.50 ,$51.41 ,$365.46 ,$682.02 ,$338.69 ,$49.68 ,$342.08 ,$123.38
11/17/2021,$153.49 ,$226.62 ,$29.26 ,$22.49 ,$50.87 ,$363.00 ,$691.69 ,$340.77 ,$50.23 ,$341.99 ,$146.07
11/16/2021,$151.00 ,$225.80 ,$30.20 ,$23.13 ,$49.60 ,$351.58 ,$687.40 ,$342.96 ,$50.61 ,$340.37 ,$172.01
11/15/2021,$150.00 ,$233.09 ,$30.03 ,$23.41 ,$49.65 ,$337.80 ,$679.33 ,$347.56 ,$50.32 ,$340.92 ,$149.36
11/12/2021,$149.99 ,$220.96 ,$30.39 ,$22.83 ,$49.73 ,$344.47 ,$682.61 ,$340.89 ,$50.31 ,$339.06 ,$129.95
11/11/2021,$147.87 ,$219.38 ,$30.39 ,$22.99 ,$50.18 ,$354.50 ,$657.58 ,$327.74 ,$50.53 ,$335.89 ,$122.99
11/10/2021,$147.92 ,$218.50 ,$29.46 ,$22.52 ,$49.02 ,$355.98 ,$646.91 ,$327.64 ,$50.76 ,$337.63 ,
11/9/2021,$150.81 ,$220.79 ,$30.66 ,$24.25 ,$47.30 ,$341.17 ,$655.99 ,$335.37 ,$51.20 ,$338.17 ,
11/8/2021,$150.44 ,$222.68 ,$30.80 ,$26.75 ,$48.33 ,$387.65 ,$651.45 ,$338.62 ,$51.55 ,$341.78 ,
11/5/2021,$151.28 ,$224.46 ,$29.75 ,$26.00 ,$48.61 ,$407.36 ,$645.72 ,$341.13 ,$50.92 ,$339.89 ,
11/4/2021,$150.96 ,$213.03 ,$29.80 ,$26.47 ,$43.85 ,$409.97 ,$668.40 ,$335.85 ,$50.31 ,$335.50 ,
11/3/2021,$151.49 ,$213.38 ,$26.60 ,$26.12 ,$44.82 ,$404.62 ,$688.29 ,$331.62 ,$50.39 ,$331.35 ,
11/2/2021,$150.02 ,$212.77 ,$26.40 ,$25.92 ,$45.45 ,$390.67 ,$677.72 ,$328.08 ,$49.86 ,$326.31 ,
11/1/2021,$148.96 ,$214.58 ,$25.83 ,$26.56 ,$43.64 ,$402.86 ,$681.17 ,$329.98 ,$49.55 ,$330.93 ,
10/29/2021,$149.80 ,$207.03 ,$25.57 ,$25.88 ,$43.74 ,$371.33 ,$690.31 ,$323.57 ,$49.00 ,$332.32 ,
10/28/2021,$152.57 ,$207.85 ,$24.94 ,$25.64 ,$43.18 ,$359.01 ,$674.05 ,$316.92 ,$48.08 ,$331.39 ,
10/27/2021,$148.85 ,$206.61 ,$24.45 ,$25.06 ,$42.97 ,$345.95 ,$662.92 ,$312.22 ,$47.89 ,$330.94 ,
10/26/2021,$149.32 ,$209.81 ,$24.72 ,$25.52 ,$43.56 ,$339.48 ,$668.52 ,$315.81 ,$48.28 ,$331.91 ,
10/25/2021,$148.64 ,$212.87 ,$23.17 ,$25.41 ,$43.15 ,$341.62 ,$671.66 ,$328.69 ,$49.41 ,$376.33 ,
10/22/2021,$148.69 ,$212.97 ,$22.73 ,$24.43 ,$43.16 ,$303.23 ,$664.78 ,$324.61 ,$49.46 ,$374.60 ,
10/21/2021,$149.48 ,$214.34 ,$22.69 ,$24.78 ,$42.86 ,$298.00 ,$653.16 ,$341.88 ,$56.00 ,$373.14 ,
10/20/2021,$149.26 ,$216.17 ,$22.10 ,$24.22 ,$42.80 ,$288.60 ,$625.14 ,$340.78 ,$55.37 ,$371.13 ,
10/19/2021,$148.76 ,$215.97 ,$22.29 ,$24.69 ,$42.09 ,$288.09 ,$639.00 ,$339.99 ,$55.21 ,$371.07 ,
10/18/2021,$146.55 ,$216.98 ,$22.22 ,$24.26 ,$41.32 ,$290.04 ,$637.97 ,$335.34 ,$54.47 ,$365.00 ,
10/15/2021,$144.84 ,$217.04 ,$21.86 ,$24.00 ,$41.49 ,$281.01 ,$628.29 ,$324.76 ,$54.46 ,$365.62 ,
10/14/2021,$143.76 ,$217.44 ,$21.75 ,$24.35 ,$41.67 ,$272.77 ,$633.80 ,$328.53 ,$53.90 ,$362.07 ,
10/13/2021,$140.91 ,$221.78 ,$20.94 ,$24.13 ,$41.42 ,$270.36 ,$629.76 ,$324.54 ,$52.26 ,$361.76 ,
10/12/2021,$141.51 ,$223.57 ,$20.67 ,$23.69 ,$41.85 ,$268.57 ,$624.94 ,$323.77 ,$52.17 ,$358.12 ,
10/11/2021,$142.81 ,$226.45 ,$20.70 ,$23.53 ,$42.06 ,$263.98 ,$627.04 ,$325.45 ,$53.44 ,$357.08 ,
10/8/2021,$142.90 ,$226.39 ,$20.83 ,$23.50 ,$42.45 ,$261.83 ,$632.66 ,$330.05 ,$53.81 ,$353.75 ,
10/7/2021,$143.29 ,$226.48 ,$21.08 ,$23.73 ,$42.74 ,$264.54 ,$631.85 ,$329.22 ,$54.18 ,$351.78 ,
10/6/2021,$142.00 ,$224.99 ,$20.70 ,$23.58 ,$42.02 ,$260.92 ,$639.10 ,$333.64 ,$53.98 ,$349.99 ,
10/5/2021,$141.11 ,$224.42 ,$20.45 ,$23.21 ,$42.32 ,$260.20 ,$634.81 ,$332.96 ,$53.95 ,$347.75 ,
10/4/2021,$139.14 ,$223.79 ,$19.73 ,$23.17 ,$42.42 ,$260.51 ,$603.35 ,$326.23 ,$53.47 ,$345.99 ,
10/1/2021,$142.65 ,$226.00 ,$20.74 ,$24.33 ,$42.93 ,$258.41 ,$613.15 ,$343.01 ,$53.86 ,$347.80 ,
9/30/2021,$141.50 ,$219.94 ,$20.72 ,$24.04 ,$43.01 ,$258.49 ,$610.34 ,$339.39 ,$53.28 ,$345.10 ,
9/29/2021,$142.83 ,$225.36 ,$20.52 ,$24.52 ,$43.53 ,$260.44 ,$599.06 ,$339.61 ,$53.49 ,$350.29 ,
9/28/2021,$141.91 ,$218.41 ,$20.70 ,$25.34 ,$43.04 ,$259.19 ,$583.85 ,$340.65 ,$54.00 ,$352.15 ,
9/27/2021,$145.37 ,$224.16 ,$21.66 ,$27.47 ,$43.57 ,$263.79 ,$592.64 ,$353.58 ,$54.66 ,$353.36 ,
9/24/2021,$146.92 ,$221.39 ,$22.08 ,$28.56 ,$43.94 ,$258.13 ,$592.39 ,$352.96 ,$54.22 ,$349.52 ,
9/23/2021,$146.83 ,$221.10 ,$22.48 ,$28.77 ,$44.19 ,$251.21 ,$593.26 ,$345.96 ,$54.03 ,$344.20 ,
9/22/2021,$145.85 ,$216.98 ,$21.94 ,$27.43 ,$43.95 ,$250.65 ,$590.65 ,$343.21 ,$53.50 ,$341.73 ,
9/21/2021,$143.43 ,$208.51 ,$21.25 ,$26.62 ,$43.92 ,$246.46 ,$573.14 ,$357.48 ,$52.87 ,$336.05 ,
9/20/2021,$142.94 ,$209.50 ,$21.11 ,$26.55 ,$44.20 ,$243.39 ,$575.43 ,$355.70 ,$52.98 ,$338.46 ,
9/17/2021,$146.06 ,$213.36 ,$21.90 ,$28.71 ,$43.89 ,$253.16 ,$589.35 ,$364.72 ,$54.26 ,$340.98 ,
9/16/2021,$148.79 ,$213.36 ,$22.24 ,$28.63 ,$44.47 ,$252.33 ,$586.50 ,$373.06 ,$54.83 ,$341.50 ,
9/15/2021,$149.03 ,$214.22 ,$22.34 ,$27.08 ,$44.77 ,$251.94 ,$582.87 ,$373.92 ,$55.12 ,$345.07 ,
9/14/2021,$148.12 ,$211.57 ,$22.24 ,$26.26 ,$44.71 ,$248.16 ,$577.76 ,$376.53 ,$54.52 ,$344.34 ,
9/13/2021,$149.55 ,$214.48 ,$22.15 ,$25.83 ,$44.58 ,$247.67 ,$589.29 ,$376.51 ,$54.99 ,$346.31 ,
9/10/2021,$148.97 ,$210.30 ,$22.48 ,$26.28 ,$45.59 ,$245.42 ,$598.72 ,$378.69 ,$53.84 ,$345.88 ,
9/9/2021,$154.07 ,$213.94 ,$22.18 ,$26.13 ,$46.03 ,$251.62 ,$597.54 ,$378.00 ,$53.40 ,$348.93 ,
9/8/2021,$155.11 ,$211.38 ,$22.34 ,$25.58 ,$46.51 ,$251.29 ,$606.05 ,$377.57 ,$53.57 ,$351.46 ,
9/7/2021,$156.69 ,$214.24 ,$22.66 ,$26.70 ,$46.75 ,$250.97 ,$606.71 ,$382.18 ,$53.65 ,$349.20 ,
9/3/2021,$154.30 ,$218.17 ,$22.84 ,$26.64 ,$46.84 ,$244.52 ,$590.53 ,$376.26 ,$53.51 ,$356.00 ,
9/2/2021,$153.65 ,$220.83 ,$22.40 ,$26.51 ,$46.84 ,$244.13 ,$588.55 ,$375.28 ,$53.73 ,$358.05 ,
9/1/2021,$152.51 ,$218.12 ,$22.44 ,$26.20 ,$46.04 ,$244.70 ,$582.07 ,$382.05 ,$53.67 ,$356.66 ,
8/31/2021,$151.83 ,$219.50 ,$22.39 ,$26.34 ,$46.07 ,$245.24 ,$569.19 ,$379.38 ,$54.06 ,$359.80 ,
8/30/2021,$153.12 ,$217.66 ,$22.69 ,$25.76 ,$46.76 ,$243.64 ,$566.18 ,$380.66 ,$53.94 ,$362.05 ,
8/27/2021,$148.60 ,$221.75 ,$22.64 ,$25.71 ,$46.60 ,$237.31 ,$558.92 ,$372.63 ,$53.89 ,$361.99 ,
8/26/2021,$147.54 ,$216.50 ,$22.07 ,$24.87 ,$47.38 ,$233.72 ,$550.12 ,$364.38 ,$53.13 ,$361.62 ,
8/25/2021,$148.36 ,$221.03 ,$22.21 ,$24.35 ,$47.51 ,$237.07 ,$547.58 ,$368.39 ,$53.81 ,$358.75 ,
8/24/2021,$149.62 ,$221.43 ,$21.79 ,$25.10 ,$48.38 ,$236.16 ,$553.41 ,$365.51 ,$53.81 ,$359.00 ,
8/23/2021,$149.71 ,$219.40 ,$21.96 ,$24.82 ,$49.93 ,$235.43 ,$553.33 ,$363.35 ,$53.23 ,$357.35 ,
8/20/2021,$148.19 ,$212.67 ,$20.82 ,$24.01 ,$48.72 ,$226.75 ,$546.88 ,$359.37 ,$52.01 ,$357.17 ,
8/19/2021,$146.70 ,$212.16 ,$19.80 ,$24.16 ,$48.80 ,$224.49 ,$543.71 ,$355.12 ,$52.44 ,$354.03 ,
8/18/2021,$146.36 ,$219.00 ,$19.04 ,$25.28 ,$49.31 ,$229.66 ,$521.87 ,$355.45 ,$52.19 ,$356.60 ,
8/17/2021,$150.19 ,$222.22 ,$19.46 ,$23.97 ,$50.42 ,$221.90 ,$518.91 ,$358.45 ,$52.69 ,$361.60 ,
8/16/2021,$151.12 ,$229.06 ,$19.95 ,$24.50 ,$48.91 ,$228.72 ,$517.92 ,$366.56 ,$53.47 ,$360.25 ,
8/13/2021,$149.10 ,$234.46 ,$20.19 ,$24.90 ,$48.48 ,$239.06 ,$515.92 ,$363.18 ,$53.49 ,$357.98 ,
